open,high,low,close,volume,RSI_14,ADX_14,ATRr_14,EMA_9,EMA_21,EMA_200,target
88715.3,88834.62,88510.17,88683.47,402.18175,70.64845743934488,36.947074189926596,443.4641953255143,88200.57442393943,87563.62495040646,86418.38140000001,0
88683.47,88770.53,88500.0,88635.7,157.59124,69.59177555194015,38.588280404376384,431.11175280226325,88287.59953915155,87661.08631855133,86440.44427164181,0
88635.7,88803.37,88354.62,88436.67,338.15496,65.21516255510782,39.438948953144624,432.3716276021016,88317.41363132124,87731.59392595576,86460.30721421255,1
88436.66,88470.69,88115.16,88327.29,318.61759,62.874915526234105,39.21130421324936,426.88293991623715,88319.38890505699,87785.74811450523,86478.88415735471,1
88327.29,88779.9,88327.29,88649.2,356.64409,66.66614361854336,39.52957581178343,428.7205870650774,88385.35112404558,87864.24374045931,86500.4793398686,1
88649.2,88886.79,88601.8,88884.61,253.76417,69.14744078916144,39.992125243584034,418.45411656042836,88485.20289923648,87957.00430950847,86524.20203300424,0
88884.61,88970.64,88754.32,88939.66,266.91571,69.7151625828845,40.552288366087616,404.0159653775401,88576.09431938919,88046.33664500769,86548.23644063604,0
88939.66,89228.0,88939.65,89089.06,472.14349,71.26076413778091,41.44765451222154,395.7541107077162,88678.68745551136,88141.1296772797,86573.51826709739,0
89089.06,89132.0,88900.0,89047.14,217.50669,70.17850374775419,42.099375073834075,384.05738851430795,88752.3779644091,88223.49425207246,86598.13141866856,0
89047.15,89060.0,88862.8,88917.31,105.45589,66.7950218922335,42.52888823635778,370.7104321918572,88785.36437152728,88286.56841097496,86621.20782246291,0
88917.31,89094.0,88775.52,88775.53,139.62845,63.21095038652714,42.5084405175198,366.9796870352957,88783.39749722183,88331.01946452269,86642.64386403044,0
88775.53,88880.55,88720.97,88766.15,139.13542,62.97021480033118,42.22547088204302,352.1654236756318,88779.94799777746,88370.5767859297,86663.7732783187,0
88766.15,89091.96,88758.03,89035.49,130.385,66.87169888237233,42.39214368985289,350.86289341308725,88831.05639822198,88431.02344175427,86687.37244967872,0
89035.5,89039.51,88726.0,88784.35,158.51526,60.47369007122707,42.384680977810184,348.1948295978664,88821.71511857759,88463.14403795842,86708.23789794062,0
88784.35,88935.75,88784.34,88844.39,95.85934,61.42392286768092,42.37775131662768,334.13877034087614,88826.25009486207,88497.80276178037,86729.49314273724,0
88844.38,88844.39,88598.0,88636.54,138.22162,56.37152485856514,41.39719050858709,327.8710010308135,88788.30807588967,88510.41523798216,86748.46873335677,0
88636.54,88690.0,88500.03,88522.0,135.22694,53.74783316898571,40.013651542861616,318.0209295286126,88735.04646071175,88511.4683981656,86766.1158106368,0
88522.01,88617.56,88500.0,88617.55,111.39722,55.60415609653714,38.72878883313772,303.7022917051401,88711.5471685694,88521.11218015055,86784.53804137673,0
88617.55,88617.55,88321.0,88428.56,115.68825,51.22494609172637,36.678504431823974,303.19141372620174,88654.94973485553,88512.69834559142,86800.89646882571,0
88428.56,88428.57,88252.5,88300.01,108.20839,48.43092778954607,34.468551403158216,294.1113127457593,88583.96178788441,88493.36304144673,86815.8130213747,0
88300.01,88300.01,88000.0,88032.92,233.30705,43.16311052378847,32.6080296954162,294.5326475496333,88473.75343030754,88451.50458313338,86827.92353857496,0
88032.91,88081.63,87869.37,87887.28,188.53803,40.571685274630724,31.33457543723642,288.65602986751725,88356.45874424603,88400.21143921217,86838.46439888766,0
87887.28,88279.5,87864.63,88187.03,214.72367,47.551192693539754,29.317984878636985,297.67131344840857,88322.57299539683,88380.8313083747,86851.88296208282,0
88187.03,88253.52,87975.5,88100.0,148.07411,45.86687135405915,27.445436502794653,296.267648202094,88278.05839631746,88355.30118943156,86864.30203708698,0
88100.0,88193.94,87900.43,88134.92,143.94301,46.68292699446683,26.0031947235355,296.0706733305165,88249.43071705397,88335.26653584687,86876.94500189208,0
88134.92,88223.85,87931.19,88048.61,176.06629,44.88198285127885,24.525669092957788,295.82705380690845,88209.26657364317,88309.20685076989,86888.60336008221,0
88048.61,88098.17,87924.0,87977.17,111.80467,43.38989040811047,23.185140550248963,287.137264249272,88162.84725891452,88279.02168251807,86899.43486893713,0
87977.16,87977.98,87719.67,87732.83,158.55816,38.65638633245139,22.779265411988973,285.07817394575244,88076.84380713163,88229.36789319824,86907.72735780342,0
87732.84,87941.88,87604.85,87803.9,183.2095,40.68335578943839,22.815618953133292,288.78901866391294,88022.25504570531,88190.68899381658,86916.6444985218,1
87803.76,87893.57,87608.01,87627.96,122.55604,37.38959841609729,22.849375812767303,288.55837447363433,87943.39603656426,88139.53181256053,86923.72226470566,1
87627.96,87703.99,87457.53,87657.69,209.56697,38.298641706472715,23.408518235328458,285.55134772551804,87886.25482925141,88095.72801141866,86931.02542625088,1
87657.69,87942.26,87657.68,87909.4,145.91407,45.51187800865981,22.61087988352945,285.481965745124,87890.88386340113,88078.78910128969,86940.76049663645,1
87909.41,88048.78,87785.53,87810.66,159.68458,43.36996493046616,21.360304931153898,283.8939681919009,87874.83909072091,88054.41372844517,86949.41621308782,1
87810.66,87968.53,87751.57,87940.19,101.07322,46.90041549591711,20.34391170419702,279.1129704639074,87887.90927257673,88044.02975313197,86959.27465872875,1
87940.19,87940.19,87591.59,87673.41,99.89382,41.20297883928409,20.048949496237487,284.0763297164859,87845.00941806138,88010.33704830178,86966.38048302001,1
87673.4,87828.0,87553.84,87822.12,109.4853,45.19930109266808,19.920201212878492,283.36802045102286,87840.4315344491,87993.22640754706,86974.8953040845,1
87822.12,88137.18,87790.17,88133.33,114.09742,52.47864221485504,18.682386083260898,287.9138761330923,87899.01122755928,88005.96309777006,86986.42201747668,0
88133.33,88133.33,87950.0,88031.81,124.57553,50.13892309057111,17.53298632004456,280.443599266443,87925.57098204744,88008.31281615459,86996.82388794956,1
88031.8,88328.0,88025.3,88161.28,135.21413,53.01588684837946,17.258937881370258,282.03334217598257,87972.71278563797,88022.2189237769,87008.41051593017,0
88161.27,88519.99,88140.0,88341.14,185.41525,56.749378730662485,17.670296095940394,289.03024630626993,88046.39822851038,88051.21174888809,87021.67150582142,0
88341.14,88341.14,88168.72,88184.61,129.58936,52.8159022278043,18.052271580898378,280.70094299867907,88074.04058280832,88063.33886262553,87033.24303312668,0
88184.61,88205.58,87937.46,88005.95,118.81518,48.669365108560015,17.254938159257275,279.80230421305885,88060.42246624666,88058.12169329594,87042.92170941397,0
88005.96,88222.96,88000.0,88208.34,75.84096,53.15600472769174,16.58438703533099,275.7421396264122,88090.00597299733,88071.7779029963,87054.51791131035,0
88208.35,88247.33,88080.51,88120.82,61.73034,51.07691997361314,16.06444325569065,267.9619867959547,88096.16877839787,88076.23627545119,87065.1278823421,0
88120.83,88149.01,88040.0,88083.97,92.81739,50.186848960144395,15.369427957688094,256.6082734533862,88093.7290227183,88076.93934131926,87075.26561485612,0
88083.98,88124.0,87927.68,87944.06,81.28338,46.8487879906979,14.389316780909994,252.30196820671625,88063.79521817465,88064.85940119933,87083.91033510632,0
87944.05,87999.54,87842.0,87880.01,95.32198,45.36132845016459,13.88726850501545,245.53325619195036,88027.03817453972,88048.05491018119,87091.83172480676,0
87880.01,88064.24,87802.09,88003.97,158.61845,48.75262335440067,13.075185276871482,246.72016646395454,88022.42453963179,88044.04719107381,87100.90772754501,0
88003.97,88069.96,87866.61,88022.0,83.89992,49.24606295988244,12.289795632526808,243.62229743081534,88022.33963170543,88042.04290097619,87110.07282478338,0
88022.01,88022.01,87684.79,87699.78,351.58921,41.54691602240659,12.453585738878742,250.3078476143286,87957.82770536435,88010.92809179654,87115.94055787011,0
87699.77,87788.0,87614.88,87702.78,229.25969,41.63840140658951,12.912063080045886,244.79442992759053,87906.81816429149,87982.91462890594,87121.77975629926,0
87702.77,87756.61,87300.0,87384.81,994.53666,35.327310477289636,14.472830019760266,259.92411350419127,87802.41653143319,87928.54148082358,87124.39697265449,0
87384.81,87476.8,87341.7,87408.09,209.32192,36.091064457299005,15.922113606637904,251.00810539674944,87723.55122514656,87881.22770983962,87127.21978884698,0
87408.1,87606.57,87408.1,87532.36,169.90219,40.15396290618882,16.44384637439316,247.25609786841093,87685.31298011725,87849.51246349055,87131.25103472911,0
87532.37,87552.64,87343.65,87403.2,173.01733,37.48651542777296,17.168403442479047,244.5228051635248,87628.8903840938,87808.93860317323,87133.95699458255,0
87403.21,87417.85,86993.2,87009.82,477.84449,30.779897623261657,18.91124785494683,257.3890333661308,87505.07630727506,87736.29145743021,87132.72180060661,1
87009.82,87061.43,86820.22,86826.05,449.41381,28.238261020379966,20.938026818012858,256.2333881256923,87369.27104582006,87653.54223402745,87129.67033990406,1
86826.05,86932.92,86666.0,86684.8,480.74318,26.43163275232221,23.14341826062355,256.99671754528555,87232.37683665605,87565.47475820678,87125.24376935775,1
86684.79,87120.0,86681.43,87079.13,245.14245,38.29956651731915,24.097348733059498,269.9662377206228,87201.72746932485,87521.26159836979,87124.78492588157,1
87079.13,87243.57,86876.59,87231.76,190.0881,42.18709477872594,24.3303398936834,276.8957921691505,87207.73397545988,87494.94327124527,87125.84935447977,1
87231.76,87237.63,87025.91,87050.49,144.67084,39.040965212042956,24.546688828548454,272.24037844278274,87176.28518036791,87454.53842840479,87125.0995101566,1
87050.48,87227.21,86950.01,87215.1,108.76666,43.18456929519438,24.983793451277762,272.5946371254419,87184.04814429433,87432.77129854981,87125.99503741872,1
87215.1,87333.33,87144.0,87232.67,130.62026,43.62504967915552,24.79095297458636,266.64716304505333,87193.77251543547,87414.58027140891,87127.05647983246,1
87232.67,87430.0,87168.35,87411.01,145.72069,48.02937970246284,24.094748680372312,266.29022282754914,87237.22001234838,87414.25570128082,87129.88188799334,0
87411.0,87464.14,87313.2,87454.82,141.12022,49.08176838306779,23.2673114818971,258.0509211970101,87280.74000987872,87417.94336480075,87133.11510303819,0
87454.82,87504.98,87310.0,87426.93,126.23306,48.40970436717659,22.277272882509894,253.5458553972234,87309.97800790297,87418.76033163705,87136.03863435124,0
87426.93,87535.98,87360.48,87439.32,103.60819,48.74546533764595,21.185605846953887,247.97115144027887,87335.84640632238,87420.62939239733,87139.05635938258,0
87439.33,87533.74,87325.54,87361.71,105.89822,46.69540157068075,20.34511195255848,245.1303549088312,87341.01912505791,87415.27308399757,87141.2718184932,0
87361.71,87726.3,87361.71,87680.92,196.72269,55.06592218813958,19.266414789778405,253.6631867010573,87408.99930004633,87439.42280363415,87146.64145214003,0
87680.92,87714.9,87525.0,87636.0,207.12291,53.78593834709411,18.264767424339766,249.10867336526707,87454.39944003706,87457.29345784923,87151.51069142223,0
87635.99,87792.2,87399.75,87650.01,189.96886,54.14395337075344,17.27574467478783,259.34733955346206,87493.52155202965,87474.8131434993,87156.47088354739,0
87650.01,87682.24,87465.98,87509.99,125.58439,49.97686470878634,16.357366407346746,256.2696724425012,87496.81524162373,87478.01103954481,87159.98848669617,0
87510.0,87628.47,87329.08,87594.3,115.25874,52.354672750469334,16.216282616474096,259.34969583946537,87516.31219329899,87488.58276322256,87164.30999429124,0
87594.3,87731.2,87507.36,87625.76,223.74724,53.247717081134724,15.450484431635303,256.813288993789,87538.2017546392,87501.05342111141,87168.90153663661,0
87625.77,87703.78,87028.0,87038.08,343.55179,38.66745895201345,16.63489268327962,286.7394826370897,87438.17740371136,87458.96492828311,87167.59982980441,0
87038.08,87140.35,86870.5,87083.01,271.42738,40.019696740588735,18.17347199320709,285.53309102015515,87367.14392296909,87424.7872075301,87166.75813995562,0
87083.0,87298.35,86824.71,86992.87,610.38681,38.20003089860046,18.72420962763433,298.9692988044298,87292.28913837529,87385.52200684555,87165.02790970732,0
86992.87,87235.28,86877.0,87180.07,187.96919,43.90454309765791,19.235608859602483,303.20577746125616,87269.84531070024,87366.84455167777,87165.17758224755,0
87180.07,87234.0,86550.0,86599.99,507.69115,33.56532233426645,20.641942445803622,330.40536478545215,87135.8742485602,87297.13050152524,87159.55382521027,0
86599.99,86800.0,86116.0,86741.55,691.07253,37.437285990583916,22.824467126955742,355.6621244436341,87057.00939884815,87246.62318320476,87155.39458316838,0
86741.55,86882.9,86200.0,86591.77,350.94902,35.10589836587584,24.42239383845367,379.0362584119456,86963.96151907853,87187.0910756407,87149.78637836075,1
86591.77,86760.94,86350.0,86760.94,289.05246,39.675301704818,25.906182927701746,381.3150970968068,86923.35721526283,87148.35006876427,87145.9172601681,1
86760.94,87171.67,86760.93,87171.67,331.67606,49.054721427113655,25.35776737699668,383.4168758756067,86973.01977221027,87150.47006251296,87146.17350633559,0
87171.68,87300.0,86878.02,86988.94,255.44728,45.65380540685713,24.351812482364725,386.1713847416345,86976.20381776823,87135.78551137542,87144.60899383474,1
86988.93,87093.44,86712.35,86842.85,163.46128,43.0821779019576,23.89677815928728,385.8084286886604,86949.5330542146,87109.15501034129,87141.60641678167,1
86842.84,87282.0,86770.53,87236.74,234.08569,51.08292762851442,22.759638245189795,394.78425521089906,87006.97444337168,87120.75364576481,87142.55301959977,1
87236.73,87291.0,87020.08,87106.38,159.78543,48.645780931121635,21.67025120908267,385.9368084101205,87026.85555469735,87119.44695069529,87142.1930890565,1
87106.37,87160.0,86954.17,87121.31,121.54906,48.94620454442371,20.877314830633132,373.07203638082626,87045.74644375789,87119.6163188139,87141.98529712559,1
87121.31,87510.0,87046.09,87466.82,224.63646,55.44248015835739,19.887982180311905,379.56046235362464,87129.96115500631,87151.18028983082,87145.21748322385,1
87466.82,87625.01,87229.25,87493.44,211.93642,55.90798952398121,19.32336574164992,380.71757218550823,87202.65692400504,87182.29480893712,87148.6823838883,1
87493.44,88155.65,87470.0,87943.12,324.78556,62.94971610970928,20.115707349743495,402.49845988654295,87350.74953920403,87251.46073539737,87156.5872357899,0
87943.11,87976.78,87609.61,87625.89,157.5091,56.138349462240306,20.851453128687528,399.97499846607553,87405.77763136322,87285.49975945216,87161.25691503577,0
87625.9,87791.95,87529.71,87623.56,166.71026,56.09034352692292,21.2059858002309,390.1367842899266,87449.33410509057,87316.23250859286,87165.85694573194,0
87623.56,87830.0,87567.99,87646.63,107.362,56.48710512450603,21.629369910531704,380.9848711263601,87488.79328407247,87346.26864417533,87170.6407572172,0
87646.63,87716.69,87450.0,87509.99,165.88259,53.408895914385674,21.513749811440206,372.8209517601917,87493.03262725798,87361.15240379576,87174.01736659813,0
87510.0,87645.05,87237.18,87239.29,164.2989,47.846130783273026,20.56506344487055,375.324455205893,87442.28410180638,87350.07400345069,87174.66684553745,0
87239.29,87340.1,86763.72,86949.89,291.69881,42.72301710208457,19.97988785235413,389.6855655483296,87343.80528144511,87313.69363950063,87172.43026000971,0
86949.9,86949.9,86211.13,86296.82,347.92389,33.901359860021216,20.64503681565779,414.6201680091624,87134.40822515609,87221.2505813642,87163.71772010913,1
86296.82,86630.58,86182.49,86630.58,263.44248,40.646539848997,21.31652495623047,417.010870294222,87033.64258012487,87167.55325578565,87158.41286717272,1
86630.57,86910.0,86559.05,86882.85,123.28415,45.19860661217971,21.00428439708982,412.29223670177737,87003.4840640999,87141.67114162332,87155.67094809639,1
86882.84,87114.76,86706.28,87103.74,186.06051,48.894546972726,20.09916703025641,412.01993408022156,87023.53525127993,87138.2228560212,87155.15422224469,0
87103.74,87143.99,86894.56,87054.0,81.4766,48.10774977213753,19.172072943268503,400.40636736020633,87029.62820102395,87130.56623274654,87154.14771257062,0
87054.01,87350.0,87054.01,87186.96,156.81752,50.40516117127547,17.893310099231694,392.9487696916202,87061.09456081917,87135.69293886049,87154.4742029928,0
87186.97,87463.0,87136.32,87382.7,293.68629,53.65794230554367,17.017712375984107,388.2152861422183,87125.41564865533,87158.1481262368,87156.74510644561,0
87387.48,87449.73,87104.78,87176.49,330.7514,49.941759896547985,16.105688072750958,385.12490856063107,87135.63051892427,87159.81556930619,87156.94157304816,0
87176.5,87394.72,87176.5,87295.74,102.95889,52.01158095163241,15.258808362605892,373.2038436634429,87167.65241513943,87172.17233573289,87158.3226519233,0
87295.74,87352.0,87057.72,87189.98,104.12916,50.035594224590696,14.268848271717511,367.56642625891124,87172.11793211155,87173.79121430262,87158.63765041163,0
87189.98,87279.35,86985.02,87032.37,122.44516,47.16014245974645,13.592464733179003,362.3352529547034,87144.16834568925,87160.9347402751,87157.38125588019,0
87032.36,87032.36,86565.48,86647.99,153.89913,40.97551997352043,14.164500777631698,369.80344917222453,87044.9326765514,87114.30340025008,87152.31268616994,1
86648.0,87171.62,86632.69,87136.32,82.33087,49.954735257727066,14.180227741669663,381.8839170884937,87063.21014124111,87116.30490931826,87152.15355496427,1
87136.33,87600.0,87060.0,87339.6,158.75109,53.14982707185529,13.482204640377615,393.17792301074417,87118.4881129929,87136.6044630166,87154.01869372085,1
87339.61,87722.92,87215.1,87642.41,217.1293,57.50239040002591,13.163941194391716,401.3666427956905,87223.27249039433,87182.58678456054,87158.8783087087,0
87642.41,87889.38,87400.01,87828.4,212.0839,59.962769308648795,13.2961476639773,407.65259688171335,87344.29799231546,87241.2970768732,87165.54021608474,0
87828.4,87828.4,87507.57,87534.25,126.33096,54.58079870750121,13.418910814306768,401.45098281873294,87382.28839385237,87267.92916079382,87169.20897015356,1
87534.26,87649.99,87411.06,87421.03,106.55439,52.62297311311394,13.184697470384108,389.84234118882404,87390.03671508191,87281.84741890348,87171.71465204259,1
87421.03,87495.33,87328.89,87369.96,64.5404,51.72174511467987,12.67290935808017,373.8850311039082,87386.02137206553,87289.8576535486,87173.68724256953,1
87369.97,87621.8,87344.34,87467.44,149.74243,53.363541165213846,12.58961833313525,366.9975288822009,87402.30509765242,87306.001503226,87176.61015557879,1
87467.45,87770.0,87376.0,87630.66,146.54508,56.05810783608158,12.94605035896029,368.9262768191866,87447.97607812194,87335.51591202363,87181.12806447851,1
87630.66,87760.0,87396.25,87546.34,98.28931,54.31227261636963,13.277022954369256,368.55654276067327,87467.64886249755,87354.6817382033,87184.7620140857,1
87546.33,87741.52,87493.62,87573.51,98.18663,54.80074477852164,13.584354650106153,359.93821827776867,87488.82108999805,87374.57521654846,87188.63015324903,1
87573.51,87573.51,87338.05,87522.66,87.2174,53.64475620607671,13.176465402625979,351.0469169722132,87495.58887199845,87388.0374695895,87191.9538333162,1
87522.66,87660.0,87434.0,87591.6,67.93209,55.0297795760971,13.1076146123937,342.1149943313408,87514.79109759878,87406.54315417226,87195.93041208918,1
87591.6,88224.0,87550.0,88079.2,287.89938,63.36678944173034,14.602103991192845,365.82106616481644,87627.67287807901,87467.69377652023,87204.7191642077,0
88079.19,88096.07,87862.0,87921.94,182.45312,59.53338092081149,15.989844128649192,356.4102757244729,87686.52630246321,87508.98888774567,87211.85568993697,0
87921.94,88029.87,87826.91,87997.85,96.32532,60.76716316487604,17.10980052515171,345.44954174415284,87748.79104197059,87553.43080704151,87219.67652884308,0
87997.86,88087.97,87761.54,87808.03,103.42087,56.15644219341201,17.828699739724804,344.0910030481425,87760.63883357648,87576.57618821957,87225.53079223768,0
87808.04,87964.82,87662.24,87889.95,114.75926,57.649880133376,18.015789098974615,341.12593140184674,87786.5010668612,87605.06471656324,87232.14192863333,0
87889.96,87889.96,87678.3,87711.82,68.30187,53.391128626055966,18.189514932563725,331.87836487314365,87771.56485348896,87614.76974233022,87236.91484476633,0
87711.82,87776.12,87672.26,87704.0,60.45126,53.20530829724762,18.318850444713547,315.5913388107763,87758.05188279117,87622.88158393656,87241.56245825125,0
87704.01,87892.82,87662.0,87823.89,71.96263,55.7481340515877,18.849198053413176,309.5362431814356,87771.21950623294,87641.15507630596,87247.35676214925,0
87823.52,87823.53,87267.01,87375.51,297.88537,45.73790084039955,17.526906744567587,327.203654382762,87692.07760498635,87617.00552391451,87248.6319187448,0
87375.52,87375.52,87069.97,87119.92,303.90118,41.1968140743588,17.012760196935083,325.65696478399354,87577.64608398908,87571.81593083136,87247.3512031354,1
87119.93,87291.5,86909.99,86910.56,226.23494,37.87924888695775,17.05155840226281,329.6464672994222,87444.22886719127,87511.70175530124,87244.00004688531,1
86913.0,87250.0,86913.0,87242.1,152.75442,45.380450742564406,17.08758530720998,330.34600534946367,87403.80309375301,87487.19250481931,87243.98114094615,1
87242.11,87368.0,87207.5,87275.95,80.31094,46.096135030956106,16.579465317491206,318.214147824502,87378.23247500241,87467.98864074482,87244.29923904619,1
87275.96,87338.05,87186.75,87230.23,63.95368,45.2340091458459,16.185233888305724,306.2917086941806,87348.63198000194,87446.37421885892,87244.15924661788,1
87230.23,87463.5,87220.01,87415.65,52.23951,49.36973207513076,15.241317413484763,301.8058723588824,87362.03558400155,87443.58110805356,87245.86562227344,1
87415.65,87691.09,87415.64,87549.48,116.99863,52.17684750937322,14.856798804110838,299.92331004753345,87399.52446720123,87453.2082800487,87248.8866608578,0
87549.47,87741.5,87549.47,87635.58,131.59544,53.94594700907062,14.68556525641625,292.21664504413815,87446.73557376099,87469.78752731699,87252.73435577464,0
87635.59,87647.12,87480.0,87519.53,90.44846,51.19688658145818,14.196640212976353,283.281170398128,87461.2944590088,87474.30957028817,87255.38903880176,1
87519.54,87706.0,87409.78,87652.63,254.72016,54.08677364486527,13.4129899767046,284.2053725125475,87499.56156720704,87490.5205184438,87259.34168518185,0
87652.62,87670.05,87489.35,87613.54,96.48696,53.09242608705137,12.685314757309401,276.81213161879396,87522.35725376563,87501.70410767618,87262.86604652333,0
87613.55,87697.43,87465.0,87670.09,103.80287,54.39852961953783,12.14085052014834,273.6419793603082,87551.90380301251,87517.01191606926,87266.91802615991,0
87670.09,87889.0,87600.0,87794.0,112.74554,57.21001116249594,12.483939870918991,274.7389808345719,87600.32304241002,87542.19265097205,87272.16262291453,0
87794.0,87861.7,87698.25,87823.99,94.47342,57.886763557226516,12.80252283949174,266.78976791781656,87645.05643392802,87567.81059179278,87277.65344258703,0
